slno	concept_id	concepticon_id	concepticon_name	name	gloss	concept	stage	comment	category	definition	japanese	hindi	assamese	mandarin	burmese	nagamese	SILCAWL	CALMSEA
731	secluded.place	–	–	secluded place	secluded.place	ꜱᴇᴄʟᴜᴅᴇᴅ.ᴘʟᴀᴄᴇ	5			A place that is far away from people or other settlements. It is a location that is private, quiet, and hidden from view.		रहस्यमय स्थान		隐蔽处	သီးသန့်နေရာ			
732	section..segment	–	–	section (segment)	section	ꜱᴇᴄᴛɪᴏɴ	5			A part of a whole that has been separated or divided from the rest.		खंड		竿节	အပိုင်း (ဥပမာ ဝါး)၊			
320	see:to	1409	SEE	to see	see	ꜱᴇᴇ	3			To perceive something through the eyes.	見る	देखना		看	ကြည့်ရန်		to see	see
66	seed	714	SEED	seed	seed	ꜱᴇᴇᴅ	2		flora	The small, hard part of a plant that can be planted in the ground to grow a new plant.	種	बीज		种子	မျိုးစေ့		seed (tree)	
321	sell:to	1571	SELL	to sell	sell	ꜱᴇʟʟ	3			To give an object or service to another person in exchange for money or other goods.	売る	बेचना		卖	ရောင်းရန်			sell
924	separate:to	1359	SEPARATE	to separate	separate	ꜱᴇᴘᴀʀᴀᴛᴇ	5			To divide or part something into two or more distinct pieces or groups.		अलग करना		分离	ခွဲခြားရန်			
733	servant	255	SERVANT	servant	servant	ꜱᴇʀᴠᴀɴᴛ	5			A person who is paid to perform domestic work or manual labor for another person in their home or workplace.							(domestic) servant	
925	settle..somwhere:to	–	–	to settle (somwhere)	settle	ꜱᴇᴛᴛʟᴇ	5			To move to a new place and make it one's permanent home.		निवास करना		定居	တစ်နေရာရာမှာ အခြေချဖို့			
322	sew:to	1457	SEW	to sew	sew	ꜱᴇᴡ	3			To join or attach pieces of fabric, leather, or other materials together using a needle and thread.	縫う	सीवना		缝 / 裁缝	ချုပ်ရန်			sew
207	shade..area	1388	SHADE	shade (area)	shade	ꜱʜᴀᴅᴇ	3			An area of ground or space that is kept dark and cool because an object is blocking the light from the sun.		छाया		阴凉处	အရိပ်			shade/shadow
208	shadow..of.something	2275	SHADOW	shadow (of something)	shadow	ꜱʜᴀᴅᴏᴡ	3			A dark area or shape produced on a surface by an object that blocks light.	影	अचार		生米	မကျက်သောဆန်		shadow/shade	shade/shadow
454	shallow:to.be	193	SHALLOW	to be shallow	shallow	ꜱʜᴀʟʟᴏᴡ	4			To have little depth or a low distance between the surface and the bottom.	浅い	कम गहराई वाला		浅的	တိမ်		to be shallow	
258	sharp..of.edge:to.be	1396	SHARP	to be sharp (of edge)	sharp	ꜱʜᴀʀᴘ	3			To have a thin, fine edge capable of cutting easily.	鋭い	तेज़		尖锐的边缘	အစွန်းတစ်ခု၏ချွန်ထက်		to be sharp	sharp
259	sharp..of.point:to.be	–	–	to be sharp (of point)	sharp	ꜱʜᴀʀᴘ	3			To have a fine, thin, or tapered edge or end that can easily cut or pierce something.		तीखा		尖锐的	ထက်မြက်သောအချက်၊			sharp
486	sharpen..edge:to			to sharpen (edge)	sharpen	ꜱʜᴀʀᴘᴇɴ	4			To make a tool or a blade more effective by rubbing its edge against a hard surface.								
926	shave..head:to	231	SHAVE	to shave (head)	shave	ꜱʜᴀᴠᴇ	5			To remove all the hair from a person's skull using a razor or a similar tool.		बाल बन्द करना		刮胡子	ရိတ်ရန်		to shave (beard)	
735	shawl	2771	SHAWL	shawl	shawl	ꜱʜᴀᴡʟ	5			A large piece of fabric worn around the shoulders or head for warmth or decoration.		शॉल		披肩	တစ်ဦးထည်း			
736	sheep	1331	SHEEP	sheep	sheep	ꜱʜᴇᴇᴘ	5		fauna	A domesticated mammal with a thick fleece of wool that is often kept for its hair or meat.	羊	भेड़		羊	သိုး		sheep	
212	shield	1064	SHIELD	shield	shield	ꜱʜɪᴇʟᴅ	3			A piece of strong material, such as wood or metal, held or carried to protect a person from attacks or blows.		ढाल		盾牌	ဒိုင်း		shield (n)	
927	shine..of.sun:to	708	SHINE	to shine (of sun)	shine	ꜱʜɪɴᴇ	5			To emit or reflect bright light, specifically as the sun does in the sky.		चमकना		发光	တောက်ပဖို့		shine	
928	shiver:to	52	SHIVER	to shiver	shiver	ꜱʜɪᴠᴇʀ	5			To make involuntary, rapid movements of the body, often caused by cold, fear, or illness.		काँपना		发抖	တုန်လှုပ်ခြင်း။		to shiver	
89	shoot..arrow:to	1172	SHOOT	to shoot (arrow)	shoot	ꜱʜᴏᴏᴛ	2			To propel an arrow from a bow using a string.	撃つ	गोली चलाना		射击	ပစ်ရန်		to shoot (gun)	shoot
824	short..duration:to.be	3312	SHORT (TIME)	to be short (duration)	short	ꜱʜᴏʀᴛ	5			To last for a brief period of time rather than a long time.								
260	short..height:to.be	1645	SHORT	to be short (height)	short	ꜱʜᴏʀᴛ	3			To have a small distance between the top of the head and the soles of the feet, especially when compared to others.		छोटा होना		矮	လူတို			
82	short..length:to.be	1645	SHORT	to be short (length)	short	ꜱʜᴏʀᴛ	2			To have a small distance from one end to the other, rather than being long.	短い	छोटा होना		短	အတိုအရှည်ဖြစ်ရမည်။		to be short (length)	
929	show..display:to	1039	SHOW	to show (display)	show	ꜱʜᴏᴡ	5			To cause something to be seen or to make a visible object visible to others.	見せる	दिखाना		展示	ပြသရန်		to bare, show (teeth)	
739	shrimp:.prawn	2349	SHRIMP	shrimp	shrimp	ꜱʜʀɪᴍᴘ	5		fauna	A small, edible crustacean with a long body and many legs, often found in saltwater or freshwater.	蝦	झींगा		虾	ပုစွန်			
261	shy:to.be	487	SHY	to be shy	shy	ꜱʜʏ	3			To feel nervous, timid, or uncomfortable, especially when being around other people or in a social situation.		शर्मीला होना		害羞	ရှက်ဖို့ကောင်းတယ်။		(be) shy	
355	sibling:younger			younger sibling	younger.sibling	ʏᴏᴜɴɢᴇʀ.ꜱɪʙʟɪɴɢ	3			A person who has the same parents as you but was born after you.								
740	side..of.body	–	–	side (of body)	side	ꜱɪᴅᴇ	5		body parts	The part of the human body located between the ribs and the hip.		पार्श्व		侧面	ခန္ဓာကိုယ်၏အခြမ်း			
741	side..of.something	682	SIDE	side (of something)	side	ꜱɪᴅᴇ	5			A surface or boundary that is not the top, bottom, front, or back of an object.		किनारा		侧面	တစ်စုံတစ်ခု၏ဘက်		side (of something)	
213	silver	759	SILVER	silver	silver	ꜱɪʟᴠᴇʀ	3			A precious, shiny, grayish-white metal used for making jewelry or coins.	銀	चाँदी		银	ငွေ		silver	silver
825	similar:to.be	1558	SIMILAR	to be similar	similar	ꜱɪᴍɪʟᴀʀ	5			To have qualities or features that are nearly the same as another person or thing.		समान होना		相似	အလားတူဖြစ်ရန်			
323	sing:to	1261	SING	to sing	sing	ꜱɪɴɢ	3			To produce musical sounds with the voice, often following a melody or rhythm.	歌う	गाना गाना		唱歌	သီချင်းသီဆိုရန်			
324	sink:to	1088	SINK (DESCEND)	to sink	sink	ꜱɪɴᴋ	3			To move or fall downward below the surface of a liquid.	沈む	डूबना		下沉	နစ်မြုပ်ရန်			
127	sister:elder	1758	OLDER SISTER	elder sister	elder.sister	ᴇʟᴅᴇʀ.ꜱɪꜱᴛᴇʀ	3		kinship	A female sibling who was born before the speaker.	姉	दीदी		姐姐	အစ်မ			
1004	sister:younger	1761	YOUNGER SISTER	younger sister	younger.sister	ʏᴏᴜɴɢᴇʀ.ꜱɪꜱᴛᴇʀ	5		kinship	A female sibling who was born after the speaker or after another person.	妹	छोटी बहन		妹妹	ညီမအငယ်			
90	sit:to	1416	SIT	to sit	sit	ꜱɪᴛ	2			To rest the body on the buttocks or a seat rather than standing or lying down.	座る	बैठना		坐	ထိုင်ရန်		(be) seated	sit
826	skilled:to.be	807	SKILLED	to be skilled	skilled	ꜱᴋɪʟʟᴇᴅ	5			To have the ability or expertise to perform a task or activity well.		कुशल होना		擅长	တစ်ခုခုကို ကျွမ်းကျင်ဖို့၊			
69	skin	763	SKIN	skin	skin	ꜱᴋɪɴ	2		body parts	The outer covering of a human or animal body.	皮膚	त्वचा		皮肤	အရေပြား		skin	skin/bark
744	skirt..mekhela	1600	SKIRT	skirt (mekhela)	skirt	ꜱᴋɪʀᴛ	5			A piece of clothing that covers the lower body from the waist down to the legs or ankles, but does not include separate legs like trousers.								
745	skull	1605	SKULL	skull	skull	ꜱᴋᴜʟʟ	5		body parts	The bony structure that protects the brain and forms the upper part of the head.		खोपड़ी		颅骨	ဦးခေါင်းခွံ		skull	
214	sky	1732	SKY	sky	sky	ꜱᴋʏ	3			The expanse of space above the earth or the ground.	空	आकाश		天空	ကောင်းကင်		sky	sky
25	sleep:to	1585	SLEEP	to sleep	sleep	ꜱʟᴇᴇᴘ	1			To be in a state of rest where the eyes are closed and the person is unconscious for a period of time.	眠る	सोना		睡觉	အိပ်ရန်		to sleep	sleep/lie down
827	slippery:to.be	3702	SLIPPERY	to be slippery	slippery	ꜱʟɪᴘᴘᴇʀʏ	5			To have a surface that is difficult to hold or stand on because it is smooth, wet, or oily.		चिकना		滑	ချောရမည်။		(be) slippery	
262	slow:to.be	701	SLOW	to be slow	slow	ꜱʟᴏᴡ	3			To move or act at a low speed, rather than quickly.	ゆっくりと, おそい	धीमा		慢	နှေးနှေး		to be slow	
263	small:to.be	1246	SMALL	to be small	small	ꜱᴍᴀʟʟ	3			To have a little size or a short length, rather than being large or long.	小さい	छोटा होना		小	သေးငယ်ဖို့		to be small	
930	smell..intransitive:to	1587	SMELL (STINK)	to smell (intransitive)	smell	ꜱᴍᴇʟʟ	5			To perceive an odor or scent through the nose.		खुशबू होना		有味道	အနံ့ရှိရန်		stink, smell (bad)	
325	smell..something:to	1586	SMELL (PERCEIVE)	to smell (something)	smell	ꜱᴍᴇʟʟ	3			To perceive an odor or scent through the nose.	嗅ぐ, におう	सूंघना		闻	အနံ့ခံရန်			smell
487	smell.bad:to	–	–	to smell bad	smell.bad	ꜱᴍᴇʟʟ.ʙᴀᴅ	4			To emit an unpleasant or offensive odor.				臭	အနံ့ဆိုးဖို့			
488	smell.good..fragrant:to	–	–	to smell good (fragrant)	smell.good	ꜱᴍᴇʟʟ.ɢᴏᴏᴅ	4			To have a pleasant or sweet scent.		सुगंधित होना		香	အနံ့ကောင်းဖို့			
931	smile:to	1451	SMILE	to smile	smile	ꜱᴍɪʟᴇ	5			To turn up the corners of the mouth to show pleasure or happiness without opening the lips or showing teeth.		मुस्कुराना		微笑	ပြုံးဖို့			
70	smoke	778	SMOKE (EXHAUST)	smoke	smoke	ꜱᴍᴏᴋᴇ	2			The visible gas or vapor produced when a substance burns, often seen coming from a fire or an engine.	煙	धुआं		烟	မီးခိုး			smoke
326	smoke:to	1689	SMOKE (INHALE)	to smoke	smoke	ꜱᴍᴏᴋᴇ	3			To inhale and exhale the smoke from a burning substance, such as tobacco, through a pipe, cigarette, or similar device.		धूम्रपान करना		抽烟	ဆေးလိပ်သောက်ရန်			
264	smooth:to.be	1234	SMOOTH	to be smooth	smooth	ꜱᴍᴏᴏᴛʜ	3			To have an even and level surface without any bumps, ridges, or roughness.	すべすべした	मुलायम होना		平滑	ချောမွေ့စေရန်		to be smooth (road)	
215	snail	1543	SNAIL	snail	snail	ꜱɴᴀɪʟ	3		fauna	A small, soft-bodied creature that carries a single, hard, spiraled shell on its back and moves slowly by sliding on a layer of slime.	カタツムリ	घोंघा		蜗牛	ခရု		snail	
17	snake	730	SNAKE	snake	snake	ꜱɴᴀᴋᴇ	1		fauna	A long, thin reptile that has no legs and moves by sliding its body along the ground.	蛇	साँप		蛇	မြွေ		snake	snake
932	sneeze:to	1621	SNEEZE	to sneeze	sneeze	ꜱɴᴇᴇᴢᴇ	5			To expel air suddenly and forcefully through the nose and mouth, often due to dust, an irritant, or a cold.		छींकना		打喷嚏	နှာချေရန်		to sneeze	
933	snore:to	1983	SNORE	to snore	snore	ꜱɴᴏʀᴇ	5			To make loud, rhythmic breathing sounds while sleeping.		खर्राटे लेना		打鼾	ဟောက်ရန်			
216	snot..liquid.mucus	208	NASAL MUCUS (SNOT)	snot (liquid mucus)	snot	ꜱɴᴏᴛ	3		body parts	The liquid or viscous substance that comes out of the nose.	鼻水	नाक का मूसा		鼻涕	နှပ်		nasal mucus, snot	snot
265	soft:to.be	1856	SOFT	to be soft	soft	ꜱᴏꜰᴛ	3			To have a texture that is easily compressed or yielding to the touch, rather than being hard or firm.	やわらかい	मुलायम होना		软	ပျော့ပျောင်းစေရန်		to be soft (cotton)	soft (to touch)
749	some..portion	1241	SOME	some (portion)	some	ꜱᴏᴍᴇ	5			An unspecified amount or number of a thing, which is not all of it.	いくつか	कुछ  नहीं सब		一些	အချို့၊ အားလုံးမဟုတ်ပါ။		some (people)	
432	son	1620	SON	son	son	ꜱᴏɴ	4		kinship	A male child or offspring in relation to his parents.	息子	बेटा		儿子	သား		son	child/son
750	son.in.law	1056	SON-IN-LAW	son in law	son.in.law	ꜱᴏɴ.ɪɴ.ʟᴀᴡ	5		kinship	The male person who is married to one's daughter or a sibling's daughter.	婿	जमाई		女婿	သမက်		son-in-law	son-in-law
751	song	1096	SONG	song	song	ꜱᴏɴɢ	5			A musical composition consisting of words that are sung rather than spoken.	歌	गीत		歌曲	သီချင်း		song	
752	soul!spirit..of.living	811	SOUL	soul, spirit (of living)	soul	ꜱᴏᴜʟ	5			The non-physical part of a living person that is believed to exist separately from the body and remains after death.		आत्मा		灵魂	ဝိညာဉ်		soul, spirit (of living person)	
266	sour:to.be	1906	SOUR	to be sour	sour	ꜱᴏᴜʀ	3			To have a sharp, acidic, or tart taste, such as the flavor of a lemon or vinegar.	すっぱい	खट्टा होना		酸	အချဉ်ဖြစ်ရန်		to be sour	sour
753	south	1595	SOUTH	south	south	ꜱᴏᴜᴛʜ	5			The cardinal direction that lies opposite to north.	南	दक्षिण		南	တောင်			
327	sow..crops:to	748	SOW SEEDS	to sow (crops)	sow	ꜱᴏᴡ	3			To place seeds or grains into the soil so that they may grow into plants.	蒔く	बोना या बोवाई करना		播种	ကြဲရန်			
754	soy.bean	2028	SOYA BEAN	soy bean	soy.bean	ꜱᴏʏ.ʙᴇᴀɴ	5		flora	A small, oval seed from a leguminous plant, often used to make oil or fermented food products.		सोयाबीन		黄豆	ပဲပိစပ်		soy bean	
755	sparrow	1854	SPARROW	sparrow	sparrow	ꜱᴘᴀʀʀᴏᴡ	5		fauna	A small, common bird with a short, stout beak and brown plumage, often seen living near human dwellings.	雀	गौरैया		麻雀	စာငှက်			
328	speak:to	1623	SPEAK	to speak	speak	ꜱᴘᴇᴀᴋ	3			To use a language or a set of sounds to communicate thoughts and ideas.	話す	बोलना		说	ပြောရန် သို့မဟုတ် ပြောရန်			
71	spear	945	SPEAR	spear	spear	ꜱᴘᴇᴀʀ	2			A long-handled weapon with a sharp, pointed head used for thrusting or throwing.	槍	भाला		矛	လှံ		spear	
828	special:to.be	–	–	to be special	special	ꜱᴘᴇᴄɪᴀʟ	5			To be different from the usual or the ordinary; to be unique or extraordinary.		विशेष होना		特别	အထူးဖြစ်ရန်			
433	spicy..of.chilis:to.be	544	SPICY	to be spicy (of chilis)	spicy	ꜱᴘɪᴄʏ	4			To have a strong, hot, or burning sensation in the mouth caused by eating a chili pepper.	苦い	मसालेदार		辣	ငရုတ်သီးမှအစပ်		to be spicy	
217	spider	843	SPIDER	spider	spider	ꜱᴘɪᴅᴇʀ	3		fauna	An eight-legged arachnid that often spins a web to catch insects.	蜘蛛	मकड़ी		蜘蛛	ပင့်ကူ		spider	
218	spider::web	1065	SPIDER WEB	spiderweb	spiderweb	ꜱᴘɪᴅᴇʀᴡᴇʙ	3		fauna	The silk structure spun by an arachnid to catch prey or move around.		मकड़ी का जाल		蜘蛛网	ပင့်ကူအိမ်ကွန်ယက်		spider web	
934	spin..cotton:to	–	–	to spin (cotton)	spin	ꜱᴘɪɴ	5			To turn raw fibers into thread or yarn by twisting them together using a tool.	紡ぐ	धुनाई करना		纺	ချည်လှည့်ဖို့			
756	spirit..deity	53	SPIRIT	spirit (deity)	spirit	ꜱᴘɪʀɪᴛ	5			A supernatural being or entity that is worshipped as a god or goddess.	神	आत्मा		精神	စိတ်ဝိညာဉ်		spirit (of dead person) (invisible)	
329	spit:to	1440	SPIT	to spit	spit	ꜱᴘɪᴛ	3			To eject saliva or a small amount of liquid from the mouth by force.	つばを吐く	थूकना		吐	တံတွေးထွေးရန်			spit
757	splinter..injury	–	–	splinter (injury)	splinter	ꜱᴘʟɪɴᴛᴇʀ	5			A small, thin, sharp piece of wood or metal that has become embedded under the skin.								
935	split:to	1437	SPLIT	to split	split	ꜱᴘʟɪᴛ	5			To divide a single object into two or more separate parts, typically by using a sharp tool or force along a line or crack.		फटना		劈	ခွဲရန်			
936	spoil..of.food:to	569	SPOIL (BECOME SPOILED)	to spoil (of food)	spoil	ꜱᴘᴏɪʟ	5			To undergo a process of decay or rot, making it unsafe or unpleasant to eat.		ख़राब होना		腐败	လုယူရန်		spoil (food) (intr)	
758	spoon..utensil	1378	SPOON	spoon (utensil)	spoon	ꜱᴘᴏᴏɴ	5			A tool used for eating or serving food, consisting of a small, shallow bowl at one end of a handle.	匙	चम्मच		勺子	ဇွန်း		spoon	
937	spread..of.roots:to			to spread (of roots)	spread	ꜱᴘʀᴇᴀᴅ	5			To grow outward from a central point or stem into the surrounding soil.		फैलना		扩散	အမြစ်၏ပြန့်ပွားရန်			
330	squeeze:to	1414	SQUEEZE	to squeeze	squeeze	ꜱꞯᴜᴇᴇᴢᴇ	3			To apply pressure to an object between two surfaces, such as fingers or hands, often to extract liquid or to change its shape.	しぼる	दबाना		挤	ညှစ်ရန်			squeeze
598	squirrel:flying	3271	FLYING SQUIRREL	flying squirrel	flying.squirrel	ꜰʟʏɪɴɢ.ꜱꞯᴜɪʀʀᴇʟ	5		fauna	A small rodent with a membrane of skin between its limbs that allows it to glide from tree to tree.		उड़ती गिलहरी		飞鼠	ရှဉ့်ပျံ			
759	squirrel..general	1628	SQUIRREL	squirrel (general)	squirrel	ꜱꞯᴜɪʀʀᴇʟ	5		fauna	A small rodent with a long, bushy tail that lives in trees and eats nuts.	リス	गिलहरी		松鼠	ရှဉ့်		squirrel	
91	stand..in.place:to	1442	STAND	to stand (in place)	stand	ꜱᴛᴀɴᴅ	2			To be in an upright position on one's feet in a single location.	立つ	खड़े रहना		站	ရပ်တည်ရန်		to stand (remain)	stand
72	star	1430	STAR	star	star	ꜱᴛᴀʀ	2			A large, luminous ball of gas in space that shines in the night sky.	星	तारा		星星	ကြယ်ပွင့်		star	star
738	star:shooting	2835	SHOOTING STAR	shooting star	shooting.star	ꜱʜᴏᴏᴛɪɴɢ.ꜱᴛᴀʀ	5			A bright light that appears to move quickly across the night sky and then disappears.								
938	stay:to	–	–	to stay	stay	ꜱᴛᴀʏ	5			To remain in a particular place or position instead of leaving or moving.		रहना		住	နေဖို့၊ နေဖို့			
331	steal:to	713	STEAL	to steal	steal	ꜱᴛᴇᴀʟ	3			To take property or an object that belongs to someone else without their permission and without paying for it.	盗む	चुराना		偷	ခိုးယူရန်			steal
489	step:to	2065	STEP (VERB)	to step	step	ꜱᴛᴇᴘ	4			To lift a foot and place it down in a new position to move the body forward.		कदम रखना		迈步	ခြေတစ်လှမ်းယူရန်		step (v)	
939	step.on:to	–	–	to step on	step.on	ꜱᴛᴇᴘ.ᴏɴ	5			To place one's foot on top of something.		कुछ पर कदम रखना		踩	တစ်ခုခုကို လှမ်းဖို့			
490	stick..glue:to			to stick (glue)	stick	ꜱᴛɪᴄᴋ	4			To join or attach two surfaces together using a sticky substance like resin, sap, or adhesive.								
219	stick..tree	1295	STICK	stick (tree)	stick	ꜱᴛɪᴄᴋ	3			A thin, woody piece of a plant or a tree that has fallen or been broken off.	杖, 棒	छड़ी		棍子	တုတ်			stick
332	sting..of.bee:to	571	STING	to sting (of bee)	sting	ꜱᴛɪɴɢ	3			To pierce the skin with a sharp organ to inject venom, specifically as an action performed by an insect like a bee or wasp.		दर्द होना		叮	ကိုက်တယ်။		sting (v)	
761	stomach..organ	819	STOMACH	stomach (organ)	stomach	ꜱᴛᴏᴍᴀᴄʜ	5		body parts	The hollow organ in the upper abdomen where food is held and digested.	胃	पेट		肚子	အစာအိမ်			
73	stone	857	STONE	stone	stone	ꜱᴛᴏɴᴇ	2			A hard, solid, non-living mineral matter found in the ground or on the surface of the earth.	石	पत्थर		石头	ကျောက်		stone	stone
940	stop..moving:to	2880	HALT (STOP)	to stop (moving)	stop	ꜱᴛᴏᴘ	5			To cease all movement or motion.	止まる	कुछ नहीं करना		停	လှုပ်ရှားခြင်း သို့မဟုတ် တစ်ခုခုလုပ်ခြင်းကို ရပ်ရန်			
762	storm	858	STORM	storm	storm	ꜱᴛᴏʀᴍ	5			A strong, violent movement of air often accompanied by heavy rain, wind, or thunder and lightning.		तूफान		暴风雨	မုန်တိုင်း			
455	straight:to.be	1404	STRAIGHT	to be straight	straight	ꜱᴛʀᴀɪɢʜᴛ	4			To be in a line that does not bend, curve, or turn.	まっすぐな	सीधा होना		直	ဖြောင့်ဖို့		to be straight (road)	
763	stream	947	STREAM	stream	stream	ꜱᴛʀᴇᴀᴍ	5			A small, narrow body of flowing water that moves continuously in a single direction.	小川	नदी		小溪	ရေနွေးငွေ့		stream	
267	strong:to.be	785	STRONG	to be strong	strong	ꜱᴛʀᴏɴɢ	3			To possess great physical power or force.	強い	मजबूत होना		强	ခိုင်မာဖို့		to be strong	
491	suck:to	1421	SUCK	to suck	suck	ꜱᴜᴄᴋ	4			To draw a liquid or substance into the mouth by creating a vacuum with the lips or tongue.	吸う	चूसना		吸	စုတ်ဖို့		to suck (milk)	
764	sugar::cane	146	SUGAR CANE	sugarcane	sugarcane	ꜱᴜɢᴀʀᴄᴀɴᴇ	5		flora	A tall, thick grass with a sweet, juicy stem used for making sugar or juice.	さとうきび	गन्ना		甘蔗	ကြံ		sugarcane	
18	sun	1343	SUN	sun	sun	ꜱᴜɴ	1			The star at the center of the solar system that provides light and heat to the earth during the day.	太陽	सूरज		太阳	နေ		sun	sun/day
765	sun::shine	3276	SUNSHINE	sunshine	sunshine	ꜱᴜɴꜱʜɪɴᴇ	5			The direct light and warmth received from the sun.		धूप		阳光	နေရောင်ခြည်		sunshine	
941	support:to	2994	SUPPORT (OF OBJECT)	to support	support	ꜱᴜᴘᴘᴏʀᴛ	5			To bear the weight of an object to prevent it from falling or sinking.		शारीरिक रूप से सहायता देना		扶	ရုပ်ပိုင်းဆိုင်ရာထောက်ပံ့ရန်			
766	surface..of.liquid	547	SURFACE	surface (of liquid)	surface	ꜱᴜʀꜰᴀᴄᴇ	5			The top layer of a liquid, such as water or oil, that is exposed to the air.		पानी की सतह		水面	ရေမျက်နှာပြင်			
767	surplus	–	–	surplus	surplus	ꜱᴜʀᴘʟᴜꜱ	5			An amount of something that is more than what is needed or used.		प्रचुर	প্ৰচুৰ থাকিব	充足	ပေါများမည်။			
768	swallow:.bird	3077	SWALLOW (BIRD)	swallow	swallow	ꜱᴡᴀʟʟᴏᴡ	5		fauna	A small, flying bird with pointed wings that often builds nests near human dwellings.		अववटा		燕子	swallow ဟုခေါ်သည်။			
492	swallow:to	897	SWALLOW	to swallow	swallow	ꜱᴡᴀʟʟᴏᴡ	4			To move food, liquid, or an object from the mouth down the throat and into the stomach.		निगलना		吞	မျိုချရန်			
942	sway..in.wind:to	573	SWAY	to sway (in wind)	sway	ꜱᴡᴀʏ	5			To move slowly and rhythmically from side to side, as a tree or a plant does when air moves against it.		हिलना		摇摆	သစ်ပင်ကဲ့သို့ ယိမ်းနွဲ့ရန်၊			
943	swear..oath:to	1939	SWEAR	to swear (oath)	swear	ꜱᴡᴇᴀʀ	5			To make a solemn, formal promise or a declaration of truth, often invoking a deity or a sacred object to prove that one is telling the truth.		शपथ लेना या शाप देना		骂人  亵渎	ကျိန်ဆိုခြင်း၊		swear	
333	sweat:to	126	SWEAT (PERSPIRE)	to sweat	sweat	ꜱᴡᴇᴀᴛ	3			To exude moisture from the pores of the skin, typically due to heat, physical exertion, or illness.		पसीना आना		出汗	ချွေးထွက်ဖို့		perspire, sweat (v)	sweat
944	sweep:to	230	SWEEP	to sweep	sweep	ꜱᴡᴇᴇᴘ	5			To move or clean a floor or other surface using a tool such as a broom.	掃く	पॉछा करना		扫	လှည်းရန်		sweep	
268	sweet:to.be	717	SWEET	to be sweet	sweet	ꜱᴡᴇᴇᴛ	3			To have a taste like sugar or honey rather than being salty, sour, or bitter.	甘い	मीठा होना		甜	မွှေးဖို့		to be sweet	sweet
493	swell:to	1573	SWELL	to swell	swell	ꜱᴡᴇʟʟ	4			To increase in size or volume, often due to an injury, fluid buildup, or internal pressure.	ふくらむ	सूजना		肿	ဖောရောင်ရန်		swell (intr)	
945	swim:to	1439	SWIM	to swim	swim	ꜱᴡɪᴍ	5			To move through water by moving the limbs.	泳ぐ	तैरना		游泳	ရေကူးရန်			
769	table	1775	TABLE	table	table	ᴛᴀʙʟᴇ	5			A piece of furniture with a flat top and legs used for eating, working, or placing objects on.		मेज		桌子	စားပွဲ			
74	tail	1220	TAIL	tail	tail	ᴛᴀɪʟ	2		body parts	The posterior part of an animal's body that extends from the spine.	尻尾	पूंछ		尾巴	အမြီး		tail	tail
946	take:to	1749	TAKE	to take	take	ᴛᴀᴋᴇ	5			To grasp or reach for something with the hands and move it toward oneself or into one's possession.	持って行く	लेना		拿	ယူရန်			
269	tall:to.be	711	TALL	to be tall	tall	ᴛᴀʟʟ	3			To have a great vertical distance from the bottom to the top, such as a person or a tree.		ऊँचा		高	အရပ်မြင့်သည်ဖြစ်စေ၊		to be tall	long/tall
770	tamarind..pod	35	TAMARIND	tamarind (pod)	tamarind	ᴛᴀᴍᴀʀɪɴᴅ	5		flora	The fruit of a tropical tree that grows in a long, brown pod and has a sour, fleshy pulp used in cooking.	タマリンド	इमली		罗望子	မန်ကျည်း		tamarind tree	
434	taro..kochu	351	TARO	taro (kochu)	taro	ᴛᴀʀᴏ	4			A tropical plant with large, broad leaves and an edible starchy underground part.	さといも	अरबी		芋头	ပိန်းဥ		cocoyam, taro	
947	taste:to	21	TASTE (SOMETHING)	to taste	taste	ᴛᴀꜱᴛᴇ	5			To experience the flavor of a substance in the mouth using the tongue.		स्वाद चखना		品尝	မြည်းကြည့်ရန်		taste	
435	tattoo	68	TATTOO	tattoo	tattoo	ᴛᴀᴛᴛᴏᴏ	4		body parts	A design or pattern made on the skin by permanent ink.		गोदना		纹身	တက်တူး		tattoo(s)	
436	tea..beverage	1373	TEA	tea (beverage)	tea	ᴛᴇᴀ	4		flora	A beverage made by soaking the leaves of a plant in hot water.	茶（飲料）	चाय		茶	လက်ဖက်ရည်		tea	
948	teach:to	709	TEACH	to teach	teach	ᴛᴇᴀᴄʜ	5			To impart knowledge, skills, or information to another person.	教える	सिखाना		教	သင်ကြားရန်		teach	
771	teacher	1038	TEACHER	teacher	teacher	ᴛᴇᴀᴄʜᴇʀ	5			A person who instructs others or provides knowledge in a school, institution, or through a specific skill.		शिक्षक		老师	ဆရာမ		teacher	
949	tell:to	1711	TELL	to tell	tell	ᴛᴇʟʟ	5			To convey information, a story, or a fact through speech to another person.		बताना		告诉	ပြောဖို့		to tell about	
772	testicle	797	TESTICLES	testicle	testicle	ᴛᴇꜱᴛɪᴄʟᴇ	5		body parts	One of the two oval-shaped organs in the male reproductive system that produce sperm and are located inside the scrotum.	睾丸	अंडकोष		睾丸	ဝှေးစေ့			
334	tether..goats:to			to tether (goats)	tether	ᴛᴇᴛʜᴇʀ	3			To tie an animal, such as a goat, to a fixed object or a stake in the ground so that it can move around within a limited area but cannot wander away.								
950	thank:to	2412	THANK (SOMEBODY)	to thank	thank	ᴛʜᴀɴᴋ	5			To express gratitude or appreciation toward someone for a favor, a gift, or a kind act.		धन्यवाद देना		感谢	ကျေးဇူးတင်ရန်			
